 secu_abbr chi_name listed_state secu_code secu_market listed_sector hs_code
293 "*ST 基础" 海航基础设施投资集团股份有限公司 上市 600515 上海证券交易所 主板 600515.SH
294 方大炭素 方大炭素新材料科技股份有限公司 上市 600516 上海证券交易所 主板 600516.SH
295 国网英大 国网英大股份有限公司 上市 600517 上海证券交易所 主板 600517.SH
296 "*ST 康美" 康美药业股份有限公司 上市 600518 上海证券交易所 主板 600518.SH
297 贵州茅台 贵州茅台酒股份有限公司 上市 600519 上海证券交易所 主板 600519.SH
298 文一科技 文一三佳科技股份有限公司 上市 600520 上海证券交易所 主板 600520.SH
299 华海药业 浙江华海药业股份有限公司 上市 600521 上海证券交易所 主板 600521.SH
300 中天科技 江苏中天科技股份有限公司 上市 600522 上海证券交易所 主板 600522.SH
301 贵航股份 贵州贵航汽车零部件股份有限公司 上市 600523 上海证券交易所 主板 600523.SH
302 长园集团 长园科技集团股份有限公司 上市 600525 上海证券交易所 主板 600525.SH
303 菲达环保 浙江菲达环保科技股份有限公司 上市 600526 上海证券交易所 主板 600526.SH
304 江南高纤 江苏江南高纤股份有限公司 上市 600527 上海证券交易所 主板 600527.SH
305 中铁工业 中铁高新工业股份有限公司 上市 600528 上海证券交易所 主板 600528.SH
306 山东药玻 山东省药用玻璃股份有限公司 上市 600529 上海证券交易所 主板 600529.SH
307 交大昂立 上海交大昂立股份有限公司 上市 600530 上海证券交易所 主板 600530.SH
308 豫光金铅 河南豫光金铅股份有限公司 上市 600531 上海证券交易所 主板 600531.SH
309 未来股份 上海智汇未来医疗服务股份有限公司 上市 600532 上海证券交易所 主板 600532.SH
310 栖霞建设 南京栖霞建设股份有限公司 上市 600533 上海证券交易所 主板 600533.SH
311 "天 士 力" 天士力医药集团股份有限公司 上市 600535 上海证券交易所 主板 600535.SH
312 中国软件 中国软件与技术服务股份有限公司 上市 600536 上海证券交易所 主板 600536.SH
313 亿晶光电 亿晶光电科技股份有限公司 上市 600537 上海证券交易所 主板 600537.SH
314 国发股份 北海国发川山生物股份有限公司 上市 600538 上海证券交易所 主板 600538.SH
315 狮头股份 太原狮头水泥股份有限公司 上市 600539 上海证券交易所 主板 600539.SH
316 新赛股份 新疆赛里木现代农业股份有限公司 上市 600540 上海证券交易所 主板 600540.SH
317 莫高股份 甘肃莫高实业发展股份有限公司 上市 600543 上海证券交易所 主板 600543.SH
318 卓郎智能 卓郎智能技术股份有限公司 上市 600545 上海证券交易所 主板 600545.SH
319 山煤国际 山煤国际能源集团股份有限公司 上市 600546 上海证券交易所 主板 600546.SH
320 山东黄金 山东黄金矿业股份有限公司 上市 600547 上海证券交易所 主板 600547.SH
321 "深 高 速" 深圳高速公路集团股份有限公司 上市 600548 上海证券交易所 主板 600548.SH
322 厦门钨业 厦门钨业股份有限公司 上市 600549 上海证券交易所 主板 600549.SH
323 保变电气 保定天威保变电气股份有限公司 上市 600550 上海证券交易所 主板 600550.SH
324 时代出版 时代出版传媒股份有限公司 上市 600551 上海证券交易所 主板 600551.SH
325 凯盛科技 凯盛科技股份有限公司 上市 600552 上海证券交易所 主板 600552.SH
326 "*ST 海创" 海航创新股份有限公司 上市 600555 上海证券交易所 主板 600555.SH
327 "天 下 秀" 天下秀数字科技(集团)股份有限公司 上市 600556 上海证券交易所 主板 600556.SH
328 康缘药业 江苏康缘药业股份有限公司 上市 600557 上海证券交易所 主板 600557.SH
329 "大 西 洋" 四川大西洋焊接材料股份有限公司 上市 600558 上海证券交易所 主板 600558.SH
330 老白干酒 河北衡水老白干酒业股份有限公司 上市 600559 上海证券交易所 主板 600559.SH
331 金自天正 北京金自天正智能控制股份有限公司 上市 600560 上海证券交易所 主板 600560.SH
332 江西长运 江西长运股份有限公司 上市 600561 上海证券交易所 主板 600561.SH
333 国睿科技 国睿科技股份有限公司 上市 600562 上海证券交易所 主板 600562.SH
334 法拉电子 厦门法拉电子股份有限公司 上市 600563 上海证券交易所 主板 600563.SH
335 迪马股份 重庆市迪马实业股份有限公司 上市 600565 上海证券交易所 主板 600565.SH
336 济川药业 湖北济川药业股份有限公司 上市 600566 上海证券交易所 主板 600566.SH
337 山鹰国际 山鹰国际控股股份公司 上市 600567 上海证券交易所 主板 600567.SH
338 "ST 中 珠" 中珠医疗控股股份有限公司 上市 600568 上海证券交易所 主板 600568.SH
339 安阳钢铁 安阳钢铁股份有限公司 上市 600569 上海证券交易所 主板 600569.SH
340 恒生电子 恒生电子股份有限公司 上市 600570 上海证券交易所 主板 600570.SH
341 "信 雅 达" 信雅达科技股份有限公司 上市 600571 上海证券交易所 主板 600571.SH
342 "康 恩 贝" 浙江康恩贝制药股份有限公司 上市 600572 上海证券交易所 主板 600572.SH
343 惠泉啤酒 福建省燕京惠泉啤酒股份有限公司 上市 600573 上海证券交易所 主板 600573.SH
344 淮河能源 淮河能源(集团)股份有限公司 上市 600575 上海证券交易所 主板 600575.SH
345 祥源文化 浙江祥源文化股份有限公司 上市 600576 上海证券交易所 主板 600576.SH
346 精达股份 铜陵精达特种电磁线股份有限公司 上市 600577 上海证券交易所 主板 600577.SH
347 京能电力 北京京能电力股份有限公司 上市 600578 上海证券交易所 主板 600578.SH
348 "克 劳 斯" 克劳斯玛菲股份有限公司 上市 600579 上海证券交易所 主板 600579.SH
349 卧龙电驱 卧龙电气驱动集团股份有限公司 上市 600580 上海证券交易所 主板 600580.SH
350 八一钢铁 新疆八一钢铁股份有限公司 上市 600581 上海证券交易所 主板 600581.SH
351 天地科技 天地科技股份有限公司 上市 600582 上海证券交易所 主板 600582.SH
352 海油工程 海洋石油工程股份有限公司 上市 600583 上海证券交易所 主板 600583.SH
353 长电科技 江苏长电科技股份有限公司 上市 600584 上海证券交易所 主板 600584.SH
354 海螺水泥 安徽海螺水泥股份有限公司 上市 600585 上海证券交易所 主板 600585.SH
355 金晶科技 山东金晶科技股份有限公司 上市 600586 上海证券交易所 主板 600586.SH
356 新华医疗 山东新华医疗器械股份有限公司 上市 600587 上海证券交易所 主板 600587.SH
357 用友网络 用友网络科技股份有限公司 上市 600588 上海证券交易所 主板 600588.SH
358 "ST 榕 泰" 广东榕泰实业股份有限公司 上市 600589 上海证券交易所 主板 600589.SH
359 泰豪科技 泰豪科技股份有限公司 上市 600590 上海证券交易所 主板 600590.SH
360 同方股份 同方股份有限公司 上市 600100 上海证券交易所 主板 600100.SH
361 明星电力 四川明星电力股份有限公司 上市 600101 上海证券交易所 主板 600101.SH
362 青山纸业 福建省青山纸业股份有限公司 上市 600103 上海证券交易所 主板 600103.SH
363 上汽集团 上海汽车集团股份有限公司 上市 600104 上海证券交易所 主板 600104.SH
364 永鼎股份 江苏永鼎股份有限公司 上市 600105 上海证券交易所 主板 600105.SH
365 重庆路桥 重庆路桥股份有限公司 上市 600106 上海证券交易所 主板 600106.SH
366 "美 尔 雅" 湖北美尔雅股份有限公司 上市 600107 上海证券交易所 主板 600107.SH
367 亚盛集团 甘肃亚盛实业(集团)股份有限公司 上市 600108 上海证券交易所 主板 600108.SH
368 国金证券 国金证券股份有限公司 上市 600109 上海证券交易所 主板 600109.SH
369 诺德股份 诺德投资股份有限公司 上市 600110 上海证券交易所 主板 600110.SH
370 北方稀土 中国北方稀土(集团)高科技股份有限公司 上市 600111 上海证券交易所 主板 600111.SH
371 "*ST 天成" 贵州长征天成控股股份有限公司 上市 600112 上海证券交易所 主板 600112.SH
372 浙江东日 浙江东日股份有限公司 上市 600113 上海证券交易所 主板 600113.SH
373 东睦股份 东睦新材料集团股份有限公司 上市 600114 上海证券交易所 主板 600114.SH
374 中国东航 中国东方航空股份有限公司 上市 600115 上海证券交易所 主板 600115.SH
375 三峡水利 重庆三峡水利电力(集团)股份有限公司 上市 600116 上海证券交易所 主板 600116.SH
376 西宁特钢 西宁特殊钢股份有限公司 上市 600117 上海证券交易所 主板 600117.SH
377 中国卫星 中国东方红卫星股份有限公司 上市 600118 上海证券交易所 主板 600118.SH
378 长江投资 长发集团长江投资实业股份有限公司 上市 600119 上海证券交易所 主板 600119.SH
379 浙江东方 浙江东方金融控股集团股份有限公司 上市 600120 上海证券交易所 主板 600120.SH
380 郑州煤电 郑州煤电股份有限公司 上市 600121 上海证券交易所 主板 600121.SH
381 "ST 宏 图" 江苏宏图高科技股份有限公司 上市 600122 上海证券交易所 主板 600122.SH
382 兰花科创 山西兰花科技创业股份有限公司 上市 600123 上海证券交易所 主板 600123.SH
383 铁龙物流 中铁铁龙集装箱物流股份有限公司 上市 600125 上海证券交易所 主板 600125.SH
384 杭钢股份 杭州钢铁股份有限公司 上市 600126 上海证券交易所 主板 600126.SH
385 金健米业 金健米业股份有限公司 上市 600127 上海证券交易所 主板 600127.SH
386 弘业股份 江苏弘业股份有限公司 上市 600128 上海证券交易所 主板 600128.SH
387 太极集团 重庆太极实业(集团)股份有限公司 上市 600129 上海证券交易所 主板 600129.SH
388 波导股份 宁波波导股份有限公司 上市 600130 上海证券交易所 主板 600130.SH
389 国网信通 国网信息通信股份有限公司 上市 600131 上海证券交易所 主板 600131.SH
390 重庆啤酒 重庆啤酒股份有限公司 上市 600132 上海证券交易所 主板 600132.SH
391 东湖高新 武汉东湖高新集团股份有限公司 上市 600133 上海证券交易所 主板 600133.SH
392 乐凯胶片 乐凯胶片股份有限公司 上市 600135 上海证券交易所 主板 600135.SH
393 当代文体 武汉当代明诚文化体育集团股份有限公司 上市 600136 上海证券交易所 主板 600136.SH
394 浪莎股份 四川浪莎控股股份有限公司 上市 600137 上海证券交易所 主板 600137.SH
395 "中 青 旅" 中青旅控股股份有限公司 上市 600138 上海证券交易所 主板 600138.SH
396 "ST 西 源" 四川西部资源控股股份有限公司 上市 600139 上海证券交易所 主板 600139.SH
397 兴发集团 湖北兴发化工集团股份有限公司 上市 600141 上海证券交易所 主板 600141.SH
398 "*ST 新亿" 新疆亿路万源实业控股股份有限公司 上市 600145 上海证券交易所 主板 600145.SH
399 "*ST 环球" 商赢环球股份有限公司 上市 600146 上海证券交易所 主板 600146.SH
400 长春一东 长春一东离合器股份有限公司 上市 600148 上海证券交易所 主板 600148.SH
401 廊坊发展 廊坊发展股份有限公司 上市 600149 上海证券交易所 主板 600149.SH
402 中国船舶 中国船舶工业股份有限公司 上市 600150 上海证券交易所 主板 600150.SH
403 航天机电 上海航天汽车机电股份有限公司 上市 600151 上海证券交易所 主板 600151.SH
404 维科技术 维科技术股份有限公司 上市 600152 上海证券交易所 主板 600152.SH
405 建发股份 厦门建发股份有限公司 上市 600153 上海证券交易所 主板 600153.SH
406 华创阳安 华创阳安股份有限公司 上市 600155 上海证券交易所 主板 600155.SH
407 华升股份 湖南华升股份有限公司 上市 600156 上海证券交易所 主板 600156.SH
408 永泰能源 永泰能源股份有限公司 上市 600157 上海证券交易所 主板 600157.SH
409 中体产业 中体产业集团股份有限公司 上市 600158 上海证券交易所 主板 600158.SH
410 大龙地产 北京市大龙伟业房地产开发股份有限公司 上市 600159 上海证券交易所 主板 600159.SH
411 巨化股份 浙江巨化股份有限公司 上市 600160 上海证券交易所 主板 600160.SH
412 天坛生物 北京天坛生物制品股份有限公司 上市 600161 上海证券交易所 主板 600161.SH
413 香江控股 深圳香江控股股份有限公司 上市 600162 上海证券交易所 主板 600162.SH
414 中闽能源 中闽能源股份有限公司 上市 600163 上海证券交易所 主板 600163.SH
415 新日恒力 宁夏新日恒力钢丝绳股份有限公司 上市 600165 上海证券交易所 主板 600165.SH
416 福田汽车 北汽福田汽车股份有限公司 上市 600166 上海证券交易所 主板 600166.SH
417 联美控股 联美量子股份有限公司 上市 600167 上海证券交易所 主板 600167.SH
