 secu_abbr chi_name listed_state secu_code secu_market listed_sector hs_code
2210 海得控制 上海海得控制系统股份有限公司 上市 002184 深圳证券交易所 主板 002184.SZ
2211 中国神华 中国神华能源股份有限公司 上市 601088 上海证券交易所 主板 601088.SH
2212 "中 光 学" 中光学集团股份有限公司 上市 002189 深圳证券交易所 主板 002189.SZ
2213 中国石油 中国石油天然气股份有限公司 上市 601857 上海证券交易所 主板 601857.SH
2214 "*ST 巴士" 巴士在线股份有限公司 上市 002188 深圳证券交易所 主板 002188.SZ
2215 广百股份 广州市广百股份有限公司 上市 002187 深圳证券交易所 主板 002187.SZ
2216 "全 聚 德" 中国全聚德(集团)股份有限公司 上市 002186 深圳证券交易所 主板 002186.SZ
2217 方正电机 浙江方正电机股份有限公司 上市 002196 深圳证券交易所 主板 002196.SZ
2218 合肥城建 合肥城建发展股份有限公司 上市 002208 深圳证券交易所 主板 002208.SZ
2219 如意集团 山东如意毛纺服装集团股份有限公司 上市 002193 深圳证券交易所 主板 002193.SZ
2220 成飞集成 四川成飞集成科技股份有限公司 上市 002190 深圳证券交易所 主板 002190.SZ
2221 劲嘉股份 深圳劲嘉集团股份有限公司 上市 002191 深圳证券交易所 主板 002191.SZ
2222 武汉凡谷 武汉凡谷电子技术股份有限公司 上市 002194 深圳证券交易所 主板 002194.SZ
2223 二三四五 上海二三四五网络控股集团股份有限公司 上市 002195 深圳证券交易所 主板 002195.SZ
2224 佳讯飞鸿 北京佳讯飞鸿电气股份有限公司 上市 300213 深圳证券交易所 创业板 300213.SZ
2225 "ST 云 投" 云南云投生态环境科技股份有限公司 上市 002200 深圳证券交易所 主板 002200.SZ
2226 东晶电子 浙江东晶电子股份有限公司 上市 002199 深圳证券交易所 主板 002199.SZ
2227 嘉应制药 广东嘉应制药股份有限公司 上市 002198 深圳证券交易所 主板 002198.SZ
2228 中国中铁 中国中铁股份有限公司 上市 601390 上海证券交易所 主板 601390.SH
2229 新集能源 中煤新集能源股份有限公司 上市 601918 上海证券交易所 主板 601918.SH
2230 证通电子 深圳市证通电子股份有限公司 上市 002197 深圳证券交易所 主板 002197.SZ
2231 正威新材 江苏正威新材料股份有限公司 上市 002201 深圳证券交易所 主板 002201.SZ
2232 海亮股份 浙江海亮股份有限公司 上市 002203 深圳证券交易所 主板 002203.SZ
2233 出版传媒 北方联合出版传媒(集团)股份有限公司 上市 601999 上海证券交易所 主板 601999.SH
2234 金风科技 新疆金风科技股份有限公司 上市 002202 深圳证券交易所 主板 002202.SZ
2235 中远海发 中远海运发展股份有限公司 上市 601866 上海证券交易所 主板 601866.SH
2236 大连重工 大连华锐重工集团股份有限公司 上市 002204 深圳证券交易所 主板 002204.SZ
2237 国统股份 新疆国统管道股份有限公司 上市 002205 深圳证券交易所 主板 002205.SZ
2238 中国太保 中国太平洋保险(集团)股份有限公司 上市 601601 上海证券交易所 主板 601601.SH
2239 准油股份 新疆准东石油技术股份有限公司 上市 002207 深圳证券交易所 主板 002207.SZ
2240 "海 利 得" 浙江海利得新材料股份有限公司 上市 002206 深圳证券交易所 主板 002206.SZ
2241 "达 意 隆" 广州达意隆包装机械股份有限公司 上市 002209 深圳证券交易所 主板 002209.SZ
2242 飞马国际 深圳市飞马国际供应链股份有限公司 上市 002210 深圳证券交易所 主板 002210.SZ
2243 宏达新材 上海宏达新材料股份有限公司 上市 002211 深圳证券交易所 主板 002211.SZ
2244 大为股份 深圳市大为创新科技股份有限公司 上市 002213 深圳证券交易所 主板 002213.SZ
2245 "太 平 洋" 太平洋证券股份有限公司 上市 601099 上海证券交易所 主板 601099.SH
2246 "天 融 信" 天融信科技集团股份有限公司 上市 002212 深圳证券交易所 主板 002212.SZ
2247 三全食品 三全食品股份有限公司 上市 002216 深圳证券交易所 主板 002216.SZ
2248 紫金矿业 紫金矿业集团股份有限公司 上市 601899 上海证券交易所 主板 601899.SH
2249 "诺 普 信" 深圳诺普信农化股份有限公司 上市 002215 深圳证券交易所 主板 002215.SZ
2250 大立科技 浙江大立科技股份有限公司 上市 002214 深圳证券交易所 主板 002214.SZ
2251 江南化工 安徽江南化工股份有限公司 上市 002226 深圳证券交易所 主板 002226.SZ
2252 "合 力 泰" 合力泰科技股份有限公司 上市 002217 深圳证券交易所 主板 002217.SZ
2253 拓日新能 深圳市拓日新能源科技股份有限公司 上市 002218 深圳证券交易所 主板 002218.SZ
2254 福晶科技 福建福晶科技股份有限公司 上市 002222 深圳证券交易所 主板 002222.SZ
2255 中煤能源 中国中煤能源股份有限公司 上市 601898 上海证券交易所 主板 601898.SH
2256 东华能源 东华能源股份有限公司 上市 002221 深圳证券交易所 主板 002221.SZ
2257 "三 力 士" 三力士股份有限公司 上市 002224 深圳证券交易所 主板 002224.SZ
2258 "*ST 恒康" 恒康医疗集团股份有限公司 上市 002219 深圳证券交易所 主板 002219.SZ
2259 金钼股份 金堆城钼业股份有限公司 上市 601958 上海证券交易所 主板 601958.SH
2260 中国铁建 中国铁建股份有限公司 上市 601186 上海证券交易所 主板 601186.SH
2261 鱼跃医疗 江苏鱼跃医疗设备股份有限公司 上市 002223 深圳证券交易所 主板 002223.SZ
2262 濮耐股份 濮阳濮耐高温材料(集团)股份有限公司 上市 002225 深圳证券交易所 主板 002225.SZ
2263 合兴包装 厦门合兴包装印刷股份有限公司 上市 002228 深圳证券交易所 主板 002228.SZ
2264 "奥 特 迅" 深圳奥特迅电力设备股份有限公司 上市 002227 深圳证券交易所 主板 002227.SZ
2265 滨江集团 杭州滨江房产集团股份有限公司 上市 002244 深圳证券交易所 主板 002244.SZ
2266 科大讯飞 科大讯飞股份有限公司 上市 002230 深圳证券交易所 主板 002230.SZ
2267 恒邦股份 山东恒邦冶炼股份有限公司 上市 002237 深圳证券交易所 主板 002237.SZ
2268 安妮股份 厦门安妮股份有限公司 上市 002235 深圳证券交易所 主板 002235.SZ
2269 启明信息 启明信息技术股份有限公司 上市 002232 深圳证券交易所 主板 002232.SZ
2270 正裕工业 浙江正裕工业股份有限公司 上市 603089 上海证券交易所 主板 603089.SH
2271 东信和平 东信和平科技股份有限公司 上市 002017 深圳证券交易所 主板 002017.SZ
2272 鸿达兴业 鸿达兴业股份有限公司 上市 002002 深圳证券交易所 主板 002002.SZ
2273 伟星股份 浙江伟星实业发展股份有限公司 上市 002003 深圳证券交易所 主板 002003.SZ
2274 华邦健康 华邦生命健康股份有限公司 上市 002004 深圳证券交易所 主板 002004.SZ
2275 "ST 德 豪" 安徽德豪润达电气股份有限公司 上市 002005 深圳证券交易所 主板 002005.SZ
2276 精功科技 浙江精功科技股份有限公司 上市 002006 深圳证券交易所 主板 002006.SZ
2277 华兰生物 华兰生物工程股份有限公司 上市 002007 深圳证券交易所 主板 002007.SZ
2278 大族激光 大族激光科技产业集团股份有限公司 上市 002008 深圳证券交易所 主板 002008.SZ
2279 天奇股份 天奇自动化工程股份有限公司 上市 002009 深圳证券交易所 主板 002009.SZ
2280 传化智联 传化智联股份有限公司 上市 002010 深圳证券交易所 主板 002010.SZ
2281 盾安环境 浙江盾安人工环境股份有限公司 上市 002011 深圳证券交易所 主板 002011.SZ
2282 凯恩股份 浙江凯恩特种材料股份有限公司 上市 002012 深圳证券交易所 主板 002012.SZ
2283 中航机电 中航工业机电系统股份有限公司 上市 002013 深圳证券交易所 主板 002013.SZ
2284 永新股份 黄山永新股份有限公司 上市 002014 深圳证券交易所 主板 002014.SZ
2285 协鑫能科 协鑫能源科技股份有限公司 上市 002015 深圳证券交易所 主板 002015.SZ
2286 世荣兆业 广东世荣兆业股份有限公司 上市 002016 深圳证券交易所 主板 002016.SZ
2287 亿帆医药 亿帆医药股份有限公司 上市 002019 深圳证券交易所 主板 002019.SZ
2288 京新药业 浙江京新药业股份有限公司 上市 002020 深圳证券交易所 主板 002020.SZ
2289 "ST 中 捷" 中捷资源投资股份有限公司 上市 002021 深圳证券交易所 主板 002021.SZ
2290 科华生物 上海科华生物工程股份有限公司 上市 002022 深圳证券交易所 主板 002022.SZ
2291 海特高新 四川海特高新技术股份有限公司 上市 002023 深圳证券交易所 主板 002023.SZ
2292 苏宁易购 苏宁易购集团股份有限公司 上市 002024 深圳证券交易所 主板 002024.SZ
2293 航天电器 贵州航天电器股份有限公司 上市 002025 深圳证券交易所 主板 002025.SZ
2294 山东威达 山东威达机械股份有限公司 上市 002026 深圳证券交易所 主板 002026.SZ
2295 分众传媒 分众传媒信息技术股份有限公司 上市 002027 深圳证券交易所 主板 002027.SZ
2296 思源电气 思源电气股份有限公司 上市 002028 深圳证券交易所 主板 002028.SZ
2297 "七 匹 狼" 福建七匹狼实业股份有限公司 上市 002029 深圳证券交易所 主板 002029.SZ
2298 达安基因 广州达安基因股份有限公司 上市 002030 深圳证券交易所 主板 002030.SZ
2299 巨轮智能 巨轮智能装备股份有限公司 上市 002031 深圳证券交易所 主板 002031.SZ
2300 "苏 泊 尔" 浙江苏泊尔股份有限公司 上市 002032 深圳证券交易所 主板 002032.SZ
2301 丽江股份 丽江玉龙旅游股份有限公司 上市 002033 深圳证券交易所 主板 002033.SZ
2302 旺能环境 旺能环境股份有限公司 上市 002034 深圳证券交易所 主板 002034.SZ
2303 华帝股份 华帝股份有限公司 上市 002035 深圳证券交易所 主板 002035.SZ
2304 联创电子 联创电子科技股份有限公司 上市 002036 深圳证券交易所 主板 002036.SZ
2305 保利联合 保利联合化工控股集团股份有限公司 上市 002037 深圳证券交易所 主板 002037.SZ
2306 双鹭药业 北京双鹭药业股份有限公司 上市 002038 深圳证券交易所 主板 002038.SZ
2307 山东钢铁 山东钢铁股份有限公司 上市 600022 上海证券交易所 主板 600022.SH
2308 金发科技 金发科技股份有限公司 上市 600143 上海证券交易所 主板 600143.SH
2309 中国动力 中国船舶重工集团动力股份有限公司 上市 600482 上海证券交易所 主板 600482.SH
2310 株冶集团 株洲冶炼集团股份有限公司 上市 600961 上海证券交易所 主板 600961.SH
2311 国投中鲁 国投中鲁果汁股份有限公司 上市 600962 上海证券交易所 主板 600962.SH
2312 福成股份 河北福成五丰食品股份有限公司 上市 600965 上海证券交易所 主板 600965.SH
2313 恒源煤电 安徽恒源煤电股份有限公司 上市 600971 上海证券交易所 主板 600971.SH
2314 宝胜股份 宝胜科技创新股份有限公司 上市 600973 上海证券交易所 主板 600973.SH
2315 广安爱众 四川广安爱众股份有限公司 上市 600979 上海证券交易所 主板 600979.SH
2316 汇鸿集团 江苏汇鸿国际集团股份有限公司 上市 600981 上海证券交易所 主板 600981.SH
2317 宁波能源 宁波能源集团股份有限公司 上市 600982 上海证券交易所 主板 600982.SH
2318 "惠 而 浦" 惠而浦(中国)股份有限公司 上市 600983 上海证券交易所 主板 600983.SH
2319 建设机械 陕西建设机械股份有限公司 上市 600984 上海证券交易所 主板 600984.SH
2320 航民股份 浙江航民股份有限公司 上市 600987 上海证券交易所 主板 600987.SH
2321 华电国际 华电国际电力股份有限公司 上市 600027 上海证券交易所 主板 600027.SH
2322 黔源电力 贵州黔源电力股份有限公司 上市 002039 深圳证券交易所 主板 002039.SZ
2323 "南 京 港" 南京港股份有限公司 上市 002040 深圳证券交易所 主板 002040.SZ
2324 中材国际 中国中材国际工程股份有限公司 上市 600970 上海证券交易所 主板 600970.SH
2325 登海种业 山东登海种业股份有限公司 上市 002041 深圳证券交易所 主板 002041.SZ
2326 华孚时尚 华孚时尚股份有限公司 上市 002042 深圳证券交易所 主板 002042.SZ
2327 "兔 宝 宝" 德华兔宝宝装饰新材股份有限公司 上市 002043 深圳证券交易所 主板 002043.SZ
2328 美年健康 美年大健康产业控股股份有限公司 上市 002044 深圳证券交易所 主板 002044.SZ
2329 国光电器 国光电器股份有限公司 上市 002045 深圳证券交易所 主板 002045.SZ
2330 国机精工 国机精工股份有限公司 上市 002046 深圳证券交易所 主板 002046.SZ
2331 宝鹰股份 深圳市宝鹰建设控股集团股份有限公司 上市 002047 深圳证券交易所 主板 002047.SZ
2332 宁波华翔 宁波华翔电子股份有限公司 上市 002048 深圳证券交易所 主板 002048.SZ
2333 紫光国微 紫光国芯微电子股份有限公司 上市 002049 深圳证券交易所 主板 002049.SZ
2334 三花智控 浙江三花智能控制股份有限公司 上市 002050 深圳证券交易所 主板 002050.SZ
2335 乐心医疗 广东乐心医疗电子股份有限公司 上市 300562 深圳证券交易所 创业板 300562.SZ
2336 科信技术 深圳市科信通信技术股份有限公司 上市 300565 深圳证券交易所 创业板 300565.SZ
2337 苏利股份 江苏苏利精细化工股份有限公司 上市 603585 上海证券交易所 主板 603585.SH
2338 裕同科技 深圳市裕同包装科技股份有限公司 上市 002831 深圳证券交易所 主板 002831.SZ
2339 "同 兴 达" 深圳同兴达科技股份有限公司 上市 002845 深圳证券交易所 主板 002845.SZ
2340 绝味食品 绝味食品股份有限公司 上市 603517 上海证券交易所 主板 603517.SH
2341 元成股份 元成环境股份有限公司 上市 603388 上海证券交易所 主板 603388.SH
2342 麦迪科技 苏州麦迪斯顿医疗科技股份有限公司 上市 603990 上海证券交易所 主板 603990.SH
2343 "汇 金 通" 青岛汇金通电力设备股份有限公司 上市 603577 上海证券交易所 主板 603577.SH
2344 杭叉集团 杭叉集团股份有限公司 上市 603298 上海证券交易所 主板 603298.SH
2345 天马科技 福建天马科技集团股份有限公司 上市 603668 上海证券交易所 主板 603668.SH
2346 法兰泰克 法兰泰克重工股份有限公司 上市 603966 上海证券交易所 主板 603966.SH
2347 天铁股份 浙江天铁实业股份有限公司 上市 300587 深圳证券交易所 创业板 300587.SZ
2348 中旗股份 江苏中旗科技股份有限公司 上市 300575 深圳证券交易所 创业板 300575.SZ
2349 晨光生物 晨光生物科技集团股份有限公司 上市 300138 深圳证券交易所 创业板 300138.SZ
2350 信维通信 深圳市信维通信股份有限公司 上市 300136 深圳证券交易所 创业板 300136.SZ
2351 东方嘉盛 深圳市东方嘉盛供应链股份有限公司 上市 002889 深圳证券交易所 主板 002889.SZ
2352 沃森生物 云南沃森生物技术股份有限公司 上市 300142 深圳证券交易所 创业板 300142.SZ
2353 "*ST 科林" 科林环保装备股份有限公司 上市 002499 深圳证券交易所 主板 002499.SZ
2354 "*ST 利源" 吉林利源精制股份有限公司 上市 002501 深圳证券交易所 主板 002501.SZ
2355 鼎龙文化 鼎龙文化股份有限公司 上市 002502 深圳证券交易所 主板 002502.SZ
2356 和顺电气 苏州工业园区和顺电气股份有限公司 上市 300141 深圳证券交易所 创业板 300141.SZ
2357 中环装备 中节能环保装备股份有限公司 上市 300140 深圳证券交易所 创业板 300140.SZ
2358 中顺洁柔 中顺洁柔纸业股份有限公司 上市 002511 深圳证券交易所 主板 002511.SZ
2359 "天 汽 模" 天津汽车模具股份有限公司 上市 002510 深圳证券交易所 主板 002510.SZ
2360 鹏都农牧 鹏都农牧股份有限公司 上市 002505 深圳证券交易所 主板 002505.SZ
2361 "ST 弘 高" 北京弘高创意建筑设计股份有限公司 上市 002504 深圳证券交易所 主板 002504.SZ
2362 "惠 博 普" 华油惠博普科技股份有限公司 上市 002554 深圳证券交易所 主板 002554.SZ
2363 老板电器 杭州老板电器股份有限公司 上市 002508 深圳证券交易所 主板 002508.SZ
2364 中矿资源 中矿资源集团股份有限公司 上市 002738 深圳证券交易所 主板 002738.SZ
2365 瑞凌股份 深圳市瑞凌实业集团股份有限公司 上市 300154 深圳证券交易所 创业板 300154.SZ
2366 苏大维格 苏州苏大维格科技集团股份有限公司 上市 300331 深圳证券交易所 创业板 300331.SZ
2367 "搜 于 特" 搜于特集团股份有限公司 上市 002503 深圳证券交易所 主板 002503.SZ
2368 宋城演艺 宋城演艺发展股份有限公司 上市 300144 深圳证券交易所 创业板 300144.SZ
2369 盈康生命 盈康生命科技股份有限公司 上市 300143 深圳证券交易所 创业板 300143.SZ
2370 "*ST 德威" 江苏德威新材料股份有限公司 上市 300325 深圳证券交易所 创业板 300325.SZ
2371 宝馨科技 江苏宝馨科技股份有限公司 上市 002514 深圳证券交易所 主板 002514.SZ
2372 涪陵榨菜 重庆市涪陵榨菜集团股份有限公司 上市 002507 深圳证券交易所 主板 002507.SZ
2373 蓝丰生化 江苏蓝丰生物化工股份有限公司 上市 002513 深圳证券交易所 主板 002513.SZ
2374 力帆科技 力帆科技(集团)股份有限公司 上市 601777 上海证券交易所 主板 601777.SH
2375 辽港股份 辽宁港口股份有限公司 上市 601880 上海证券交易所 主板 601880.SH
2376 金字火腿 金字火腿股份有限公司 上市 002515 深圳证券交易所 主板 002515.SZ
2377 中金环境 南方中金环境股份有限公司 上市 300145 深圳证券交易所 创业板 300145.SZ
2378 天舟文化 天舟文化股份有限公司 上市 300148 深圳证券交易所 创业板 300148.SZ
2379 日发精机 浙江日发精密机械股份有限公司 上市 002520 深圳证券交易所 主板 002520.SZ
2380 达华智能 福州达华智能科技股份有限公司 上市 002512 深圳证券交易所 主板 002512.SZ
2381 万达信息 万达信息股份有限公司 上市 300168 深圳证券交易所 创业板 300168.SZ
2382 振东制药 山西振东制药股份有限公司 上市 300158 深圳证券交易所 创业板 300158.SZ
2383 旷达科技 旷达科技集团股份有限公司 上市 002516 深圳证券交易所 主板 002516.SZ
2384 恺英网络 恺英网络股份有限公司 上市 002517 深圳证券交易所 主板 002517.SZ
2385 渤海轮渡 渤海轮渡集团股份有限公司 上市 603167 上海证券交易所 主板 603167.SH
2386 银河电子 江苏银河电子股份有限公司 上市 002519 深圳证券交易所 主板 002519.SZ
2387 恒泰艾普 恒泰艾普集团股份有限公司 上市 300157 深圳证券交易所 创业板 300157.SZ
2388 浙江众成 浙江众成包装材料股份有限公司 上市 002522 深圳证券交易所 主板 002522.SZ
2389 汤臣倍健 汤臣倍健股份有限公司 上市 300146 深圳证券交易所 创业板 300146.SZ
2390 睿智医药 睿智医药科技股份有限公司 上市 300149 深圳证券交易所 创业板 300149.SZ
2391 康泰生物 深圳康泰生物制品股份有限公司 上市 300601 深圳证券交易所 创业板 300601.SZ
2392 铭普光磁 东莞铭普光磁股份有限公司 上市 002902 深圳证券交易所 主板 002902.SZ
2393 奥联电子 南京奥联汽车电子电器股份有限公司 上市 300585 深圳证券交易所 创业板 300585.SZ
2394 铁流股份 浙江铁流离合器股份有限公司 上市 603926 上海证券交易所 主板 603926.SH
2395 "星 帅 尔" 杭州星帅尔电器股份有限公司 上市 002860 深圳证券交易所 主板 002860.SZ
2396 韦尔股份 上海韦尔半导体股份有限公司 上市 603501 上海证券交易所 主板 603501.SH
2397 上海洗霸 上海洗霸科技股份有限公司 上市 603200 上海证券交易所 主板 603200.SH
2398 宣亚国际 宣亚国际营销科技(北京)股份有限公司 上市 300612 深圳证券交易所 创业板 300612.SZ
2399 "金 麒 麟" 山东金麒麟股份有限公司 上市 603586 上海证券交易所 主板 603586.SH
2400 "杰 美 特" 深圳市杰美特科技股份有限公司 上市 300868 深圳证券交易所 创业板 300868.SZ
2401 "曼 卡 龙" 曼卡龙珠宝股份有限公司 上市 300945 深圳证券交易所 创业板 300945.SZ
2402 康惠制药 陕西康惠制药股份有限公司 上市 603139 上海证券交易所 主板 603139.SH
2403 华西证券 华西证券股份有限公司 上市 002926 深圳证券交易所 主板 002926.SZ
2404 "永 安 行" 永安行科技股份有限公司 上市 603776 上海证券交易所 主板 603776.SH
2405 恒为科技 恒为科技(上海)股份有限公司 上市 603496 上海证券交易所 主板 603496.SH
2406 伟隆股份 青岛伟隆阀门股份有限公司 上市 002871 深圳证券交易所 主板 002871.SZ
2407 鸣志电器 上海鸣志电器股份有限公司 上市 603728 上海证券交易所 主板 603728.SH
2408 金溢科技 深圳市金溢科技股份有限公司 上市 002869 深圳证券交易所 主板 002869.SZ
2409 熙菱信息 新疆熙菱信息技术股份有限公司 上市 300588 深圳证券交易所 创业板 300588.SZ
2410 移为通信 上海移为通信技术股份有限公司 上市 300590 深圳证券交易所 创业板 300590.SZ
2411 "富 瀚 微" 上海富瀚微电子股份有限公司 上市 300613 深圳证券交易所 创业板 300613.SZ
2412 寒锐钴业 南京寒锐钴业股份有限公司 上市 300618 深圳证券交易所 创业板 300618.SZ
2413 尚品宅配 广州尚品宅配家居股份有限公司 上市 300616 深圳证券交易所 创业板 300616.SZ
2414 "三 利 谱" 深圳市三利谱光电科技股份有限公司 上市 002876 深圳证券交易所 主板 002876.SZ
2415 "ST 天 圣" 天圣制药集团股份有限公司 上市 002872 深圳证券交易所 主板 002872.SZ
2416 天域生态 天域生态环境股份有限公司 上市 603717 上海证券交易所 主板 603717.SH
2417 永悦科技 永悦科技股份有限公司 上市 603879 上海证券交易所 主板 603879.SH
2418 大丰实业 浙江大丰实业股份有限公司 上市 603081 上海证券交易所 主板 603081.SH
2419 今飞凯达 浙江今飞凯达轮毂股份有限公司 上市 002863 深圳证券交易所 主板 002863.SZ
2420 中广天择 中广天择传媒股份有限公司 上市 603721 上海证券交易所 主板 603721.SH
2421 海特生物 武汉海特生物制药股份有限公司 上市 300683 深圳证券交易所 创业板 300683.SZ
2422 丽臣实业 湖南丽臣实业股份有限公司 上市 001218 深圳证券交易所 主板 001218.SZ
2423 广东骏亚 广东骏亚电子科技股份有限公司 上市 603386 上海证券交易所 主板 603386.SH
2424 "珀 莱 雅" 珀莱雅化妆品股份有限公司 上市 603605 上海证券交易所 主板 603605.SH
2425 "ST 起 步" 起步股份有限公司 上市 603557 上海证券交易所 主板 603557.SH
2426 巨星科技 杭州巨星科技股份有限公司 上市 002444 深圳证券交易所 主板 002444.SZ
2427 恒基达鑫 珠海恒基达鑫国际化工仓储股份有限公司 上市 002492 深圳证券交易所 主板 002492.SZ
2428 天齐锂业 天齐锂业股份有限公司 上市 002466 深圳证券交易所 主板 002466.SZ
2429 中南文化 中南红文化集团股份有限公司 上市 002445 深圳证券交易所 主板 002445.SZ
2430 冠昊生物 冠昊生物科技股份有限公司 上市 300238 深圳证券交易所 创业板 300238.SZ
2431 康芝药业 康芝药业股份有限公司 上市 300086 深圳证券交易所 创业板 300086.SZ
2432 振芯科技 成都振芯科技股份有限公司 上市 300101 深圳证券交易所 创业板 300101.SZ
2433 海南橡胶 海南天然橡胶产业集团股份有限公司 上市 601118 上海证券交易所 主板 601118.SH
2434 国星光电 佛山市国星光电股份有限公司 上市 002449 深圳证券交易所 主板 002449.SZ
2435 "金 通 灵" 金通灵科技集团股份有限公司 上市 300091 深圳证券交易所 创业板 300091.SZ
2436 恒信东方 恒信东方文化股份有限公司 上市 300081 深圳证券交易所 创业板 300081.SZ
2437 益生股份 山东益生种畜禽股份有限公司 上市 002458 深圳证券交易所 主板 002458.SZ
2438 摩恩电气 上海摩恩电气股份有限公司 上市 002451 深圳证券交易所 主板 002451.SZ
2439 开能健康 开能健康科技集团股份有限公司 上市 300272 深圳证券交易所 创业板 300272.SZ
2440 长信科技 芜湖长信科技股份有限公司 上市 300088 深圳证券交易所 创业板 300088.SZ
2441 "易 联 众" 易联众信息技术股份有限公司 上市 300096 深圳证券交易所 创业板 300096.SZ
2442 青龙管业 宁夏青龙管业集团股份有限公司 上市 002457 深圳证券交易所 主板 002457.SZ
2443 海源复材 江西海源复合材料科技股份有限公司 上市 002529 深圳证券交易所 主板 002529.SZ
2444 "唐 山 港" 唐山港集团股份有限公司 上市 601000 上海证券交易所 主板 601000.SH
2445 长高集团 湖南长高高压开关集团股份公司 上市 002452 深圳证券交易所 主板 002452.SZ
2446 松芝股份 上海加冷松芝汽车空调股份有限公司 上市 002454 深圳证券交易所 主板 002454.SZ
2447 华软科技 金陵华软科技股份有限公司 上市 002453 深圳证券交易所 主板 002453.SZ
2448 赣锋锂业 江西赣锋锂业股份有限公司 上市 002460 深圳证券交易所 主板 002460.SZ
2449 "银 之 杰" 深圳市银之杰科技股份有限公司 上市 300085 深圳证券交易所 创业板 300085.SZ
2450 "郑 煤 机" 郑州煤矿机械集团股份有限公司 上市 601717 上海证券交易所 主板 601717.SH
2451 "四 方 达" 河南四方达超硬材料股份有限公司 上市 300179 深圳证券交易所 创业板 300179.SZ
2452 智云股份 大连智云自动化装备股份有限公司 上市 300097 深圳证券交易所 创业板 300097.SZ
2453 沪电股份 沪士电子股份有限公司 上市 002463 深圳证券交易所 主板 002463.SZ
2454 "嘉 事 堂" 嘉事堂药业股份有限公司 上市 002462 深圳证券交易所 主板 002462.SZ
2455 精准信息 尤洛卡精准信息工程股份有限公司 上市 300099 深圳证券交易所 创业板 300099.SZ
2456 金刚玻璃 广东金刚玻璃科技股份有限公司 上市 300093 深圳证券交易所 创业板 300093.SZ
2457 "*ST 众应" 众应互联科技股份有限公司 上市 002464 深圳证券交易所 主板 002464.SZ
2458 际华集团 际华集团股份有限公司 上市 601718 上海证券交易所 主板 601718.SH
2459 卫宁健康 卫宁健康科技集团股份有限公司 上市 300253 深圳证券交易所 创业板 300253.SZ
2460 国联水产 湛江国联水产开发股份有限公司 上市 300094 深圳证券交易所 创业板 300094.SZ
2461 "ST 文 化" 广东文化长城集团股份有限公司 上市 300089 深圳证券交易所 创业板 300089.SZ
2462 汇川技术 深圳市汇川技术股份有限公司 上市 300124 深圳证券交易所 创业板 300124.SZ
2463 科融环境 雄安科融环境科技股份有限公司 上市 300152 深圳证券交易所 创业板 300152.SZ
2464 同大股份 山东同大海岛新材料股份有限公司 上市 300321 深圳证券交易所 创业板 300321.SZ
2465 华伍股份 江西华伍制动器股份有限公司 上市 300095 深圳证券交易所 创业板 300095.SZ
2466 天玑科技 上海天玑科技股份有限公司 上市 300245 深圳证券交易所 创业板 300245.SZ
2467 科新机电 四川科新机电股份有限公司 上市 300092 深圳证券交易所 创业板 300092.SZ
2468 双林股份 宁波双林汽车部件股份有限公司 上市 300100 深圳证券交易所 创业板 300100.SZ
2469 "ST 辉 丰" 江苏辉丰生物农业股份有限公司 上市 002496 深圳证券交易所 主板 002496.SZ
2470 达刚控股 达刚控股集团股份有限公司 上市 300103 深圳证券交易所 创业板 300103.SZ
2471 乾照光电 厦门乾照光电股份有限公司 上市 300102 深圳证券交易所 创业板 300102.SZ
2472 海格通信 广州海格通信集团股份有限公司 上市 002465 深圳证券交易所 主板 002465.SZ
2473 "宁 波 港" 宁波舟山港股份有限公司 上市 601018 上海证券交易所 主板 601018.SH
2474 江海股份 南通江海电容器股份有限公司 上市 002484 深圳证券交易所 主板 002484.SZ
2475 锐奇股份 锐奇控股股份有限公司 上市 300126 深圳证券交易所 创业板 300126.SZ
2476 正元智慧 浙江正元智慧科技股份有限公司 上市 300645 深圳证券交易所 创业板 300645.SZ
2477 晨化股份 扬州晨化新材料股份有限公司 上市 300610 深圳证券交易所 创业板 300610.SZ
2478 德邦股份 德邦物流股份有限公司 上市 603056 上海证券交易所 主板 603056.SH
2479 "建 科 院" 深圳市建筑科学研究院股份有限公司 上市 300675 深圳证券交易所 创业板 300675.SZ
2480 "广 和 通" 深圳市广和通无线股份有限公司 上市 300638 深圳证券交易所 创业板 300638.SZ
2481 "飞 荣 达" 深圳市飞荣达科技股份有限公司 上市 300602 深圳证券交易所 创业板 300602.SZ
2482 普联软件 普联软件股份有限公司 上市 300996 深圳证券交易所 创业板 300996.SZ
2483 欧普康视 欧普康视科技股份有限公司 上市 300595 深圳证券交易所 创业板 300595.SZ
2484 思进智能 思进智能成形装备股份有限公司 上市 003025 深圳证券交易所 主板 003025.SZ
2485 海辰药业 南京海辰药业股份有限公司 上市 300584 深圳证券交易所 创业板 300584.SZ
2486 雄塑科技 广东雄塑科技集团股份有限公司 上市 300599 深圳证券交易所 创业板 300599.SZ
2487 "迪 生 力" 广东迪生力汽配股份有限公司 上市 603335 上海证券交易所 主板 603335.SH
2488 恒锋信息 恒锋信息科技股份有限公司 上市 300605 深圳证券交易所 创业板 300605.SZ
2489 "万 里 马" 广东万里马实业股份有限公司 上市 300591 深圳证券交易所 创业板 300591.SZ
